Employee ID,Date,Checkin,CheckOut,BiometricCheckIn,BiometricCheckOut,GrossHours,IsHoliday,IsWeekend
PSA-238,16/11/2025,,,,,,0,1
PSA-238,17/11/2025,10:00.0,58:00.0,10:44.0,58:02.0,11.8,0,0
PSA-238,18/11/2025,02:00.0,15:00.0,56:44.0,15:34.0,11.216666,0,0
PSA-238,19/11/2025,16:00.0,45:00.0,,,9.483333,0,0
PSA-238,20/11/2025,05:00.0,08:00.0,,,10.05,0,0
PSA-238,21/11/2025,,,,,,0,0
PSA-238,22/11/2025,,,,,,0,1
PSA-238,23/11/2025,,,,,,0,1
PSA-238,24/11/2025,,,,,,0,0
PSA-238,25/11/2025,32:00.0,37:00.0,,,10.083333,0,0
PSA-238,26/11/2025,21:00.0,08:00.0,21:46.0,08:30.0,10.783333,0,0
PSA-238,27/11/2025,00:00.0,37:00.0,,,9.616666,0,0
PSA-238,28/11/2025,22:00.0,36:00.0,22:17.0,36:56.0,9.233333,0,0
PSA-238,29/11/2025,,,,,,0,1
PSA-238,30/11/2025,,,,,,0,1
PSA-238,01/12/2025,00:00.0,10:00.0,,,9.166666,0,0
PSA-238,02/12/2025,32:00.0,02:00.0,32:36.0,02:08.0,11.5,0,0
PSA-238,03/12/2025,33:00.0,34:00.0,33:38.0,34:41.0,11.016666,0,0
PSA-238,04/12/2025,16:00.0,41:00.0,,,10.416666,0,0
PSA-238,05/12/2025,00:00.0,00:00.0,,,9,0,0
PSA-238,06/12/2025,,,,,,0,1
PSA-238,07/12/2025,,,,,,0,1
PSA-238,08/12/2025,56:00.0,54:00.0,,,8.966666,0,0
PSA-238,09/12/2025,35:00.0,28:00.0,35:07.0,28:21.0,12.883333,0,0
PSA-238,10/12/2025,07:00.0,51:00.0,07:18.0,51:17.0,8.733333,0,0
PSA-238,11/12/2025,00:00.0,10:00.0,,,9.166666,0,0
PSA-238,12/12/2025,56:00.0,11:00.0,,,9.25,0,0
PSA-238,13/12/2025,,,,,,0,1
PSA-238,14/12/2025,,,,,,0,1
PSA-238,15/12/2025,56:00.0,57:00.0,,,10.016666,0,0
PSA-238,16/12/2025,,,,,,0,0
PSA-238,17/12/2025,40:00.0,07:00.0,40:21.0,07:03.0,9.45,0,0
PSA-238,18/12/2025,,,,,,0,0
PSA-238,19/12/2025,31:00.0,31:00.0,,,9,0,0
PSA-238,20/12/2025,,,,,,0,1
PSA-238,21/12/2025,,,,,,0,1
PSA-238,22/12/2025,00:00.0,00:00.0,,,9,0,0
PSA-238,23/12/2025,00:00.0,00:00.0,,,9,0,0
PSA-238,24/12/2025,54:00.0,00:00.0,,,9.1,0,0
PSA-238,25/12/2025,,,,,,1,0
PSA-238,26/12/2025,57:00.0,00:00.0,,,9.05,0,0
PSA-238,27/12/2025,,,,,,0,1
PSA-238,28/12/2025,,,,,,0,1
PSA-238,29/12/2025,57:00.0,25:00.0,,,10.466666,0,0
PSA-238,30/12/2025,44:00.0,58:00.0,,,9.233333,0,0
PSA-238,31/12/2025,35:00.0,45:00.0,,,9.166666,0,0
PSA-238,01/01/2026,,,,,,1,0
PSA-238,02/01/2026,,,,,,0,0
PSA-238,03/01/2026,,,,,,0,1
PSA-238,04/01/2026,,,,,,0,1
PSA-238,05/01/2026,,,,,,0,0
PSA-238,06/01/2026,,,,,,0,0
PSA-238,07/01/2026,,,,,,0,0
PSA-238,08/01/2026,,,,,,0,0
PSA-238,09/01/2026,,,,,,0,0
PSA-238,10/01/2026,,,,,,0,1
PSA-238,11/01/2026,,,,,,0,1
PSA-238,12/01/2026,,,,,,0,0
PSA-238,13/01/2026,,,,,,0,0
PSA-238,14/01/2026,,,,,,0,0
PSA-238,15/01/2026,,,,,,0,0
PSA-238,16/01/2026,,,,,,0,0
PSA-238,17/01/2026,,,,,,0,1
PSA-238,18/01/2026,,,,,,0,1
PSA-238,19/01/2026,51:00.0,00:00.0,,,9.15,0,0
PSA-238,20/01/2026,00:00.0,00:00.0,,,10,0,0
PSA-238,21/01/2026,38:00.0,19:00.0,38:29.0,19:29.0,10.683333,0,0
PSA-238,22/01/2026,28:00.0,10:00.0,28:20.0,10:05.0,11.7,0,0
PSA-238,23/01/2026,55:00.0,50:00.0,55:28.0,50:24.0,10.916666,0,0
PSA-238,24/01/2026,,,,,,0,1
PSA-238,25/01/2026,,,,,,0,1
PSA-238,26/01/2026,11:00.0,,,,,1,0
PSA-238,27/01/2026,54:00.0,43:00.0,,,9.816666,0,0
PSA-238,28/01/2026,00:00.0,44:00.0,00:14.0,44:15.0,9.733333,0,0
PSA-238,29/01/2026,16:00.0,58:00.0,16:47.0,00:29.0,8.7,0,0
PSA-238,30/01/2026,32:00.0,32:00.0,32:12.0,32:14.0,12,0,0
PSA-238,31/01/2026,,,,,,0,1
PSA-238,01/02/2026,,,,,,0,1
PSA-238,02/02/2026,02:00.0,25:00.0,36:01.0,25:45.0,11.383333,0,0
PSA-238,03/02/2026,21:00.0,40:00.0,21:38.0,40:05.0,10.316666,0,0
PSA-238,04/02/2026,18:00.0,02:00.0,18:23.0,02:47.0,11.733333,0,0
PSA-238,05/02/2026,11:00.0,09:00.0,11:45.0,03:08.0,13.966666,0,0
PSA-238,06/02/2026,02:00.0,40:00.0,02:36.0,40:26.0,9.633333,0,0
PSA-238,07/02/2026,,,,,,0,1
PSA-238,08/02/2026,,,,,,0,1
PSA-238,09/02/2026,08:00.0,17:00.0,08:19.0,17:03.0,10.15,0,0
PSA-238,10/02/2026,09:00.0,13:00.0,09:48.0,13:30.0,8.066666,0,0
PSA-238,11/02/2026,17:00.0,01:00.0,17:03.0,36:16.0,9.733333,0,0
PSA-238,12/02/2026,26:00.0,08:00.0,47:40.0,08:33.0,11.7,0,0
PSA-238,13/02/2026,37:00.0,02:00.0,37:59.0,08:03.0,10.416666,0,0
PSA-238,14/02/2026,36:00.0,19:00.0,49:41.0,19:38.0,5.716666,0,1
PSA-238,15/02/2026,,,,,,0,1
PSA-238,16/02/2026,57:00.0,,,,,0,0
PSA-238,17/02/2026,10:00.0,00:00.0,,,9.833333,0,0
PSA-238,18/02/2026,55:00.0,40:00.0,,,9.75,0,0
PSA-238,19/02/2026,25:00.0,48:00.0,25:40.0,48:33.0,9.383333,0,0
PSA-238,20/02/2026,56:00.0,39:00.0,56:40.0,39:31.0,11.716666,0,0
PSA-238,21/02/2026,,,,,,0,1
PSA-238,22/02/2026,,,,,,0,1
PSA-238,23/02/2026,01:00.0,07:00.0,,,9.1,0,0
PSA-238,24/02/2026,58:00.0,25:00.0,58:46.0,25:03.0,9.45,0,0
PSA-238,25/02/2026,59:00.0,22:00.0,59:04.0,39:43.0,15.383333,0,0
PSA-238,26/02/2026,00:00.0,00:00.0,38:16.0,44:19.0,9,0,0
PSA-238,27/02/2026,45:00.0,01:00.0,45:55.0,01:56.0,8.266666,0,0
PSA-238,28/02/2026,,,,,,0,1
PSA-238,01/03/2026,,,,,,0,1
PSA-238,02/03/2026,51:00.0,00:00.0,,,10.15,0,0
PSA-238,03/03/2026,02:00.0,31:00.0,,,9.483333,0,0
PSA-238,04/03/2026,,,,,,1,0
PSA-238,05/03/2026,00:00.0,00:00.0,,,10,0,0
PSA-238,06/03/2026,00:00.0,00:00.0,,,12,0,0
PSA-238,07/03/2026,,,,,,0,1
PSA-238,08/03/2026,,,,,,0,1
PSA-238,09/03/2026,59:00.0,09:00.0,,,9.166666,0,0
PSA-238,10/03/2026,57:00.0,17:00.0,,,9.333333,0,0
PSA-238,11/03/2026,21:00.0,30:00.0,,,9.15,0,0
PSA-238,12/03/2026,03:00.0,18:00.0,,,9.25,0,0
PSA-238,13/03/2026,48:00.0,00:00.0,,,9.2,0,0
PSA-238,14/03/2026,,,,,,0,1
PSA-238,15/03/2026,,,,,,0,1
PSA-238,16/03/2026,43:00.0,01:00.0,43:08.0,01:44.0,6.3,0,0
PSA-238,17/03/2026,22:00.0,,,,,0,0
PSA-238,18/03/2026,57:00.0,04:00.0,,,9.116666,0,0
PSA-238,19/03/2026,25:00.0,,,,,0,0
PSA-238,20/03/2026,,,,,,1,0
PSA-238,21/03/2026,,,,,,0,1
PSA-238,22/03/2026,,,,,,0,1
PSA-238,23/03/2026,37:00.0,13:00.0,37:06.0,13:23.0,8.6,0,0
PSA-238,24/03/2026,56:00.0,36:00.0,,,11.666666,0,0
PSA-238,25/03/2026,03:00.0,19:00.0,,,9.266666,0,0
PSA-239,01/10/2025,56:00.0,01:00.0,,,9.083333,0,0
PSA-239,02/10/2025,,,,,,1,0
PSA-239,03/10/2025,57:00.0,45:00.0,57:41.0,45:21.0,9.8,0,0
PSA-239,04/10/2025,,,,,,0,1
PSA-239,05/10/2025,,,,,,0,1
PSA-239,06/10/2025,00:00.0,20:00.0,23:58.0,20:18.0,9.333333,0,0
PSA-239,07/10/2025,03:00.0,37:00.0,03:17.0,37:51.0,9.566666,0,0
PSA-239,08/10/2025,21:00.0,09:00.0,21:56.0,09:15.0,10.8,0,0
PSA-239,09/10/2025,39:00.0,47:00.0,39:04.0,47:55.0,9.133333,0,0
PSA-239,10/10/2025,56:00.0,00:00.0,,,9.066666,0,0
PSA-239,11/10/2025,,,,,,0,1
PSA-239,12/10/2025,,,,,,0,1
PSA-239,13/10/2025,08:00.0,53:00.0,08:21.0,53:19.0,9.75,0,0
PSA-239,14/10/2025,05:00.0,30:00.0,05:49.0,30:05.0,9.416666,0,0
PSA-239,15/10/2025,01:00.0,02:00.0,,,9.016666,0,0
PSA-239,16/10/2025,59:00.0,01:00.0,,,9.033333,0,0
PSA-239,17/10/2025,01:00.0,59:00.0,,,9.966666,0,0
PSA-239,18/10/2025,,,,,,0,1
PSA-239,19/10/2025,,,,,,0,1
PSA-239,20/10/2025,,,,,,1,0
PSA-239,21/10/2025,40:00.0,00:00.0,40:56.0,43:21.0,9.333333,0,0
PSA-239,22/10/2025,44:00.0,02:00.0,44:09.0,02:08.0,10.3,0,0
PSA-239,23/10/2025,02:00.0,02:00.0,02:58.0,02:06.0,9,0,0
PSA-239,24/10/2025,47:00.0,02:00.0,47:37.0,02:49.0,9.25,0,0
PSA-239,25/10/2025,,,,,,0,1
PSA-239,26/10/2025,,,,,,0,1
PSA-239,27/10/2025,07:00.0,12:00.0,07:50.0,12:22.0,9.083333,0,0
PSA-239,28/10/2025,13:00.0,10:00.0,13:01.0,10:28.0,8.95,0,0
PSA-239,29/10/2025,00:00.0,06:00.0,00:38.0,06:39.0,9.1,0,0
PSA-239,30/10/2025,06:00.0,06:00.0,06:41.0,06:48.0,9,0,0
PSA-239,31/10/2025,06:00.0,17:00.0,06:52.0,17:35.0,9.183333,0,0
PSA-239,01/11/2025,,,,,,0,1
PSA-239,02/11/2025,,,,,,0,1
PSA-239,03/11/2025,00:00.0,01:00.0,,,9.016666,0,0
PSA-239,04/11/2025,30:00.0,51:00.0,30:32.0,51:21.0,9.35,0,0
PSA-239,05/11/2025,,,,,,1,0
PSA-239,06/11/2025,00:00.0,00:00.0,,,9,0,0
PSA-239,07/11/2025,13:00.0,11:00.0,13:19.0,11:17.0,8.966666,0,0
PSA-239,08/11/2025,,,,,,0,1
PSA-239,09/11/2025,,,,,,0,1
PSA-239,10/11/2025,58:00.0,00:00.0,,,9.033333,0,0
PSA-239,11/11/2025,13:00.0,26:00.0,13:25.0,26:35.0,11.216666,0,0
PSA-239,12/11/2025,57:00.0,01:00.0,,,9.066666,0,0
PSA-239,13/11/2025,12:00.0,12:00.0,12:36.0,12:20.0,9,0,0
PSA-239,14/11/2025,05:00.0,10:00.0,,,9.083333,0,0
PSA-239,15/11/2025,,,,,,0,1
PSA-239,16/11/2025,,,,,,0,1
PSA-239,17/11/2025,12:00.0,57:00.0,22:22.0,35:17.0,10.75,0,0
PSA-239,18/11/2025,41:00.0,59:00.0,41:50.0,59:54.0,11.3,0,0
PSA-239,19/11/2025,00:00.0,04:00.0,39:06.0,04:02.0,11.066666,0,0
PSA-239,20/11/2025,00:00.0,01:00.0,,,9.016666,0,0
PSA-239,21/11/2025,00:00.0,08:00.0,,,9.133333,0,0
PSA-239,22/11/2025,,,,,,0,1
PSA-239,23/11/2025,,,,,,0,1
PSA-239,24/11/2025,07:00.0,22:00.0,07:56.0,22:14.0,9.25,0,0
PSA-239,25/11/2025,13:00.0,55:00.0,13:38.0,55:11.0,9.7,0,0
PSA-239,26/11/2025,33:00.0,19:00.0,33:40.0,19:36.0,10.766666,0,0
PSA-239,27/11/2025,57:00.0,06:00.0,,,9.15,0,0
PSA-239,28/11/2025,04:00.0,04:00.0,,,9,0,0
PSA-239,29/11/2025,,,,,,0,1
PSA-239,30/11/2025,,,,,,0,1
PSA-239,01/12/2025,47:00.0,59:00.0,47:15.0,59:35.0,10.2,0,0
PSA-239,02/12/2025,04:00.0,05:00.0,04:09.0,05:00.0,10.016666,0,0
PSA-239,03/12/2025,00:00.0,15:00.0,,,9.25,0,0
PSA-239,04/12/2025,31:00.0,35:00.0,31:00.0,35:14.0,13.066666,0,0
PSA-239,05/12/2025,01:00.0,40:00.0,,,9.65,0,0
PSA-239,06/12/2025,,,,,,0,1
PSA-239,07/12/2025,,,,,,0,1
PSA-239,08/12/2025,,,,,,0,0
PSA-239,09/12/2025,26:00.0,20:00.0,26:25.0,46:34.0,15.9,0,0
PSA-239,10/12/2025,08:00.0,08:00.0,,,9,0,0
PSA-239,11/12/2025,23:00.0,52:00.0,,,9.483333,0,0
PSA-239,12/12/2025,55:00.0,11:00.0,,,9.266666,0,0
PSA-239,13/12/2025,,,,,,0,1
PSA-239,14/12/2025,,,,,,0,1
PSA-239,15/12/2025,54:00.0,44:00.0,,,9.833333,0,0
PSA-239,16/12/2025,,,,,,0,0
PSA-239,17/12/2025,09:00.0,38:00.0,09:59.0,38:21.0,8.483333,0,0
PSA-239,18/12/2025,51:00.0,59:00.0,51:30.0,59:46.0,9.133333,0,0
PSA-239,19/12/2025,59:00.0,00:00.0,,,9.016666,0,0
PSA-239,20/12/2025,,,,,,0,1
PSA-239,21/12/2025,,,,,,0,1
PSA-239,22/12/2025,59:00.0,58:00.0,,,8.983333,0,0
PSA-239,23/12/2025,,,,,,0,0
PSA-239,24/12/2025,00:00.0,01:00.0,,,9.016666,0,0
PSA-239,25/12/2025,,,,,,1,0
PSA-239,26/12/2025,05:00.0,16:00.0,,,9.183333,0,0
PSA-239,27/12/2025,,,,,,0,1
PSA-239,28/12/2025,,,,,,0,1
PSA-239,29/12/2025,12:00.0,10:00.0,,,8.966666,0,0
PSA-239,30/12/2025,54:00.0,00:00.0,,,9.1,0,0
PSA-239,31/12/2025,15:00.0,08:00.0,,,8.883333,0,0
PSA-239,01/01/2026,,,,,,1,0
PSA-239,02/01/2026,11:00.0,14:00.0,,,9.05,0,0
PSA-239,03/01/2026,,,,,,0,1
PSA-239,04/01/2026,,,,,,0,1
PSA-239,05/01/2026,16:00.0,27:00.0,16:46.0,27:08.0,9.183333,0,0
PSA-239,06/01/2026,04:00.0,29:00.0,04:59.0,29:20.0,9.416666,0,0
PSA-239,07/01/2026,23:00.0,16:00.0,23:52.0,16:24.0,8.883333,0,0
PSA-239,08/01/2026,02:00.0,04:00.0,,,9.033333,0,0
PSA-239,09/01/2026,01:00.0,03:00.0,,,9.033333,0,0
PSA-239,10/01/2026,,,,,,0,1
PSA-239,11/01/2026,,,,,,0,1
PSA-239,12/01/2026,27:00.0,40:00.0,27:10.0,40:16.0,13.216666,0,0
PSA-239,13/01/2026,32:00.0,02:00.0,28:43.0,02:30.0,9.5,0,0
PSA-239,14/01/2026,27:00.0,13:00.0,27:37.0,13:04.0,10.766666,0,0
PSA-239,15/01/2026,01:00.0,21:00.0,,,9.333333,0,0
PSA-239,16/01/2026,,,,,,0,0
PSA-239,17/01/2026,,,,,,0,1
PSA-239,18/01/2026,,,,,,0,1
PSA-239,19/01/2026,01:00.0,07:00.0,01:12.0,07:53.0,8.1,0,0
PSA-239,20/01/2026,19:00.0,01:00.0,19:12.0,01:41.0,8.7,0,0
PSA-239,21/01/2026,33:00.0,30:00.0,33:29.0,30:32.0,8.95,0,0
PSA-239,22/01/2026,09:00.0,36:00.0,09:13.0,36:21.0,9.45,0,0
PSA-239,23/01/2026,58:00.0,00:00.0,,,9.033333,0,0
PSA-239,24/01/2026,,,,,,0,1
PSA-239,25/01/2026,,,,,,0,1
PSA-239,26/01/2026,,,,,,1,0
PSA-239,27/01/2026,42:00.0,06:00.0,42:41.0,06:32.0,8.4,0,0
PSA-239,28/01/2026,58:00.0,04:00.0,,,9.1,0,0
PSA-239,29/01/2026,19:00.0,14:00.0,19:42.0,14:23.0,9.916666,0,0
PSA-239,30/01/2026,06:00.0,14:00.0,06:10.0,14:45.0,9.133333,0,0
PSA-239,31/01/2026,,,,,,0,1
PSA-239,01/02/2026,,,,,,0,1
PSA-239,02/02/2026,36:00.0,55:00.0,36:58.0,55:05.0,9.316666,0,0
PSA-239,03/02/2026,59:00.0,21:00.0,59:37.0,21:40.0,9.366666,0,0
PSA-239,04/02/2026,00:00.0,01:00.0,,,9.016666,0,0
PSA-239,05/02/2026,25:00.0,05:00.0,25:45.0,05:30.0,10.666666,0,0
PSA-239,06/02/2026,03:00.0,08:00.0,03:14.0,08:59.0,9.083333,0,0
PSA-239,07/02/2026,,,,,,0,1
PSA-239,08/02/2026,,,,,,0,1
PSA-239,09/02/2026,06:00.0,08:00.0,06:34.0,08:20.0,13.033333,0,0
PSA-239,10/02/2026,03:00.0,30:00.0,03:29.0,30:53.0,8.45,0,0
PSA-239,11/02/2026,14:00.0,04:00.0,14:42.0,04:06.0,8.833333,0,0
PSA-239,12/02/2026,15:00.0,28:00.0,15:23.0,46:05.0,9.216666,0,0
PSA-239,13/02/2026,00:00.0,01:00.0,,,9.016666,0,0
PSA-239,14/02/2026,,,,,,0,1
PSA-239,15/02/2026,,,,,,0,1
PSA-239,16/02/2026,00:00.0,01:00.0,,,9.016666,0,0
PSA-239,17/02/2026,00:00.0,01:00.0,,,9.016666,0,0
PSA-239,18/02/2026,07:00.0,40:00.0,07:45.0,40:11.0,9.55,0,0
PSA-239,19/02/2026,06:00.0,17:00.0,06:36.0,17:12.0,11.183333,0,0
PSA-239,20/02/2026,02:00.0,15:00.0,,,9.216666,0,0
PSA-239,21/02/2026,,,,,,0,1
PSA-239,22/02/2026,,,,,,0,1
PSA-239,23/02/2026,59:00.0,39:00.0,59:40.0,39:31.0,9.666666,0,0
PSA-239,24/02/2026,11:00.0,56:00.0,11:48.0,56:50.0,9.75,0,0
PSA-239,25/02/2026,10:00.0,23:00.0,10:22.0,23:40.0,9.216666,0,0
PSA-239,26/02/2026,02:00.0,04:00.0,,,9.033333,0,0
PSA-239,27/02/2026,06:00.0,27:00.0,06:16.0,27:25.0,9.35,0,0
PSA-239,28/02/2026,,,,,,0,1
PSA-239,01/03/2026,,,,,,0,1
PSA-239,02/03/2026,09:00.0,54:00.0,,,11.75,0,0
PSA-239,03/03/2026,05:00.0,05:00.0,,,9,0,0
PSA-239,04/03/2026,,,,,,1,0
PSA-239,05/03/2026,07:00.0,30:00.0,07:42.0,27:35.0,9.383333,0,0
PSA-239,06/03/2026,00:00.0,04:00.0,,,9.066666,0,0
PSA-239,07/03/2026,,,,,,0,1
PSA-239,08/03/2026,07:00.0,12:00.0,,,9.083333,0,1
PSA-239,09/03/2026,55:00.0,27:00.0,08:41.0,27:30.0,13.533333,0,0
PSA-239,10/03/2026,52:00.0,01:00.0,,,9.15,0,0
PSA-239,11/03/2026,21:00.0,10:00.0,21:34.0,10:39.0,9.816666,0,0
PSA-239,12/03/2026,59:00.0,02:00.0,,,9.05,0,0
PSA-239,13/03/2026,29:00.0,13:00.0,29:24.0,13:19.0,9.733333,0,0
PSA-239,14/03/2026,,,,,,0,1
PSA-239,15/03/2026,,,,,,0,1
PSA-239,16/03/2026,09:00.0,05:00.0,09:02.0,05:37.0,10.933333,0,0
PSA-239,17/03/2026,33:00.0,50:00.0,33:12.0,50:12.0,9.283333,0,0
PSA-239,18/03/2026,11:00.0,23:00.0,11:04.0,23:53.0,9.2,0,0
PSA-239,19/03/2026,12:00.0,00:00.0,,,8.8,0,0
PSA-239,20/03/2026,,,,,,1,0
PSA-239,21/03/2026,,,,,,0,1
PSA-239,22/03/2026,,,,,,0,1
PSA-239,23/03/2026,37:00.0,07:00.0,37:09.0,07:28.0,8.5,0,0
PSA-239,24/03/2026,52:00.0,33:00.0,52:42.0,33:44.0,11.683333,0,0
PSA-239,25/03/2026,58:00.0,21:00.0,58:10.0,21:44.0,13.383333,0,0
PSA-241,01/10/2025,55:00.0,00:00.0,,,9.083333,0,0
PSA-241,02/10/2025,,,,,,1,0
PSA-241,03/10/2025,50:00.0,53:00.0,,,9.05,0,0
PSA-241,04/10/2025,,,,,,0,1
PSA-241,05/10/2025,,,,,,0,1
PSA-241,06/10/2025,17:00.0,11:00.0,17:08.0,11:47.0,10.9,0,0
PSA-241,07/10/2025,25:00.0,59:00.0,25:58.0,59:48.0,11.566666,0,0
PSA-241,08/10/2025,04:00.0,27:00.0,54:20.0,56:12.0,12.383333,0,0
PSA-241,09/10/2025,38:00.0,51:00.0,38:04.0,51:48.0,9.216666,0,0
PSA-241,10/10/2025,23:00.0,36:00.0,23:59.0,29:35.0,9.216666,0,0
PSA-241,11/10/2025,,,,,,0,1
PSA-241,12/10/2025,,,,,,0,1
PSA-241,13/10/2025,48:00.0,21:00.0,48:18.0,21:59.0,10.55,0,0
PSA-241,14/10/2025,30:00.0,33:00.0,30:49.0,33:28.0,9.05,0,0
PSA-241,15/10/2025,35:00.0,36:00.0,35:20.0,30:33.0,10.016666,0,0
PSA-241,16/10/2025,46:00.0,58:00.0,,,9.2,0,0
PSA-241,17/10/2025,46:00.0,08:00.0,,,9.366666,0,0
PSA-241,18/10/2025,,,,,,0,1
PSA-241,19/10/2025,,,,,,0,1
PSA-241,20/10/2025,,,,,,1,0
PSA-241,21/10/2025,01:00.0,01:00.0,,,9,0,0
PSA-241,22/10/2025,,,,,,0,0
PSA-241,23/10/2025,16:00.0,30:00.0,16:11.0,30:20.0,9.233333,0,0
PSA-241,24/10/2025,18:00.0,36:00.0,18:26.0,36:20.0,11.3,0,0
PSA-241,25/10/2025,,,,,,0,1
PSA-241,26/10/2025,,,,,,0,1
PSA-241,27/10/2025,28:00.0,16:00.0,28:34.0,16:28.0,8.8,0,0
PSA-241,28/10/2025,31:00.0,45:00.0,31:55.0,45:38.0,9.233333,0,0
PSA-241,29/10/2025,28:00.0,35:00.0,28:20.0,35:51.0,8.116666,0,0
PSA-241,30/10/2025,23:00.0,34:00.0,23:13.0,35:17.0,9.183333,0,0
PSA-241,31/10/2025,04:00.0,,04:44.0,11:23.0,,0,0
PSA-242,01/10/2025,02:00.0,06:00.0,,,9.066666,0,0
PSA-242,02/10/2025,,,,,,1,0
PSA-242,03/10/2025,01:00.0,45:00.0,,,11.733333,0,0
PSA-242,04/10/2025,,,,,,0,1
PSA-242,05/10/2025,,,,,,0,1
PSA-242,06/10/2025,23:00.0,51:00.0,23:51.0,51:50.0,9.466666,0,0
PSA-242,07/10/2025,31:00.0,32:00.0,31:05.0,32:13.0,11.016666,0,0
PSA-242,08/10/2025,21:00.0,28:00.0,21:14.0,28:56.0,11.116666,0,0
PSA-242,09/10/2025,02:00.0,05:00.0,48:53.0,05:57.0,10.05,0,0
PSA-242,10/10/2025,46:00.0,12:00.0,46:24.0,12:17.0,11.433333,0,0
PSA-242,11/10/2025,,,,,,0,1
PSA-242,12/10/2025,,,,,,0,1
PSA-242,13/10/2025,02:00.0,17:00.0,02:00.0,17:18.0,12.25,0,0
PSA-242,14/10/2025,10:00.0,46:00.0,10:28.0,46:23.0,11.6,0,0
PSA-242,15/10/2025,11:00.0,48:00.0,11:36.0,48:00.0,11.616666,0,0
PSA-242,16/10/2025,51:00.0,07:00.0,51:47.0,07:57.0,9.266666,0,0
PSA-242,17/10/2025,,,,,,0,0
PSA-242,18/10/2025,,,,,,0,1
PSA-242,19/10/2025,,,,,,0,1
PSA-242,20/10/2025,,,,,,1,0
PSA-242,21/10/2025,46:00.0,02:00.0,,,9.266666,0,0
PSA-242,22/10/2025,52:00.0,21:00.0,,,10.483333,0,0
PSA-242,23/10/2025,00:00.0,00:00.0,,,9,0,0
PSA-242,24/10/2025,15:00.0,20:00.0,,,11.083333,0,0
PSA-242,25/10/2025,,,,,,0,1
PSA-242,26/10/2025,,,,,,0,1
PSA-242,27/10/2025,57:00.0,13:00.0,57:27.0,13:38.0,15.266666,0,0
PSA-242,28/10/2025,27:00.0,44:00.0,27:18.0,44:35.0,11.283333,0,0
PSA-242,29/10/2025,00:00.0,33:00.0,00:30.0,33:02.0,11.55,0,0
PSA-242,30/10/2025,01:00.0,47:00.0,01:07.0,47:12.0,9.766666,0,0
PSA-242,31/10/2025,04:00.0,04:00.0,04:05.0,56:13.0,9,0,0
PSA-242,01/11/2025,,,,,,0,1
PSA-242,02/11/2025,,,,,,0,1
PSA-242,03/11/2025,13:00.0,25:00.0,13:47.0,56:56.0,16.2,0,0
PSA-242,04/11/2025,39:00.0,07:00.0,18:04.0,07:20.0,18.466666,0,0
PSA-242,05/11/2025,,,,,,1,0
PSA-242,06/11/2025,25:00.0,23:00.0,25:42.0,23:13.0,10.966666,0,0
PSA-242,07/11/2025,07:00.0,29:00.0,07:19.0,29:07.0,9.366666,0,0
PSA-242,08/11/2025,,,,,,0,1
PSA-242,09/11/2025,,,,,,0,1
PSA-242,10/11/2025,14:00.0,11:00.0,14:34.0,11:47.0,10.95,0,0
PSA-242,11/11/2025,02:00.0,07:00.0,,,5.083333,0,0
PSA-242,12/11/2025,46:00.0,21:00.0,46:36.0,21:46.0,8.583333,0,0
PSA-242,13/11/2025,13:00.0,26:00.0,13:30.0,26:03.0,11.216666,0,0
PSA-242,14/11/2025,09:00.0,43:00.0,09:20.0,43:28.0,9.566666,0,0
PSA-242,15/11/2025,,,,,,0,1
PSA-242,16/11/2025,,,,,,0,1
PSA-242,17/11/2025,19:00.0,42:00.0,19:37.0,42:37.0,11.383333,0,0
PSA-242,18/11/2025,44:00.0,31:00.0,55:17.0,31:38.0,15.783333,0,0
PSA-242,19/11/2025,00:00.0,36:00.0,01:04.0,36:21.0,9.6,0,0
PSA-242,20/11/2025,01:00.0,37:00.0,01:01.0,37:41.0,9.6,0,0
PSA-242,21/11/2025,16:00.0,25:00.0,16:14.0,25:41.0,11.15,0,0
PSA-242,22/11/2025,,,,,,0,1
PSA-242,23/11/2025,,,,,,0,1
PSA-242,24/11/2025,16:00.0,05:00.0,16:36.0,05:03.0,8.816666,0,0
PSA-242,25/11/2025,38:00.0,01:00.0,38:59.0,01:30.0,11.383333,0,0
PSA-242,26/11/2025,57:00.0,03:00.0,57:20.0,03:10.0,10.1,0,0
PSA-242,27/11/2025,56:00.0,43:00.0,56:45.0,43:21.0,8.783333,0,0
PSA-242,28/11/2025,32:00.0,22:00.0,32:13.0,56:53.0,9.833333,0,0
PSA-242,29/11/2025,,,,,,0,1
PSA-242,30/11/2025,,,,,,0,1
PSA-242,01/12/2025,,,,,,0,0
PSA-242,02/12/2025,10:00.0,57:00.0,10:58.0,57:40.0,9.783333,0,0
PSA-242,03/12/2025,24:00.0,12:00.0,24:37.0,12:58.0,9.8,0,0
PSA-242,04/12/2025,49:00.0,01:00.0,49:12.0,01:19.0,10.2,0,0
PSA-242,05/12/2025,,,,,,0,0
PSA-242,06/12/2025,,,,,,0,1
PSA-242,07/12/2025,,,,,,0,1
PSA-242,08/12/2025,08:00.0,17:00.0,08:12.0,17:25.0,9.15,0,0
PSA-242,09/12/2025,54:00.0,02:00.0,06:24.0,02:15.0,10.133333,0,0
PSA-242,10/12/2025,52:00.0,00:00.0,,,9.133333,0,0
PSA-242,11/12/2025,,,,,,0,0
